secao_sigla,imposto_importacao,imposto_exportacao,ipi,irpf,irpj,irrf,iof,itr,cofins,pis_pasep,csll,cide_combustiveis,contribuicao_previdenciaria,cpsss,pagamento_unificado,outras_receitas_rfb,demais_receitas,data
O,32804.84,0.0,263762.68,0.0,15370472.65,3412055414.22,79983.16,105611.18,23000088.81,1648971139.27,8472989.65,710361.4,5563800997.08,2025295389.15,422928591.69,14599814.18,64819290.63,2023-10-01
O,21187.65,0.0,294579.81,0.0,14157855.03,3554989806.0,88630.75,2563.11,25040163.85,1681085835.0,9394986.65,75543.31,5595897073.0,2119680082.0,405029847.5,33366940.1,27609550.44,2023-07-01
O,43524.28,0.0,245902.81,0.0,11108227.25,3432580846.0,96295.43,4484.84,18061066.41,1667821981.0,8214443.33,481078.86,5516687511.0,2086354616.0,452458359.1,43684374.76,56389687.06,2023-08-01
O,0.0,0.0,158516.41,67400.59,8160137.35,3330091839.0,81804.3,7610.0,32105817.0,1803809528.0,8427403.19,640248.87,5494905581.0,2016282834.0,414676902.7,11627156.61,25617666.36,2023-06-01
P,140980.51,0.0,176076.82,3084.07,213578435.03,1097179482.57,1099488.4,64053.09,149132763.32,67388194.01,109489520.04,581311.52,1949038904.96,972355050.17,72128677.71,6685864.9,10750009.63,2023-10-01
P,110208.1,0.0,170601.48,7673.81,110967742.7,1067898272.0,920016.07,18341.66,151389467.5,69202945.95,56807167.79,781890.01,1925589873.0,966966303.4,83291245.15,78532410.99,9211590.15,2023-08-01
P,215010.66,0.0,249923.4,2732.76,95991782.96,788786789.3,1387223.62,5620.72,154445798.8,70856943.51,48355177.9,1146604.62,1814474513.0,972423486.3,83821098.24,9893601.79,11997875.22,2023-06-01
P,176495.16,0.0,195073.66,2707.75,107787022.47,494766417.73,2355671.36,5256.5,149345512.95,66067080.05,57648156.52,712162.89,1774401314.47,976085748.12,79412662.17,8379278.06,12655460.83,2023-05-01
P,74090.1,0.0,200918.29,2756.67,213180936.8,1239153343.0,941245.17,35927.35,154517187.2,69449099.1,105310700.2,916722.22,1854802571.0,975260564.4,77854671.0,71499143.33,10487420.69,2023-07-01
P,245684.84,0.0,158970.1,4701.73,100716550.83,1136946838.09,516816.75,33532.31,154957636.51,72873111.14,51874866.18,846103.92,1983286287.66,1944627167.9,83357746.27,9006746.06,45847883.92,2023-11-01
P,147002.48,0.0,177355.22,8716.99,100810078.7,1403688418.0,871005.8,31978.95,160712774.5,83531504.43,51710208.82,1529061.14,3056810591.0,1030682326.0,99963142.08,7029350.44,9491041.19,2023-12-01
Q,437439.62,0.0,441561.32,1239.26,276451503.64,752625118.77,2267385.22,23004.38,430618531.66,104937377.56,145491806.96,786215.61,1955858387.99,3798299.42,257425532.59,8708511.91,42743310.64,2023-05-01
Q,289900.03,0.0,278068.22,0.0,246692503.6,872636165.4,2058948.75,30244.76,515400613.0,128341672.5,138672485.5,920697.52,3313408126.0,3565868.49,265642423.7,15792981.15,18760604.56,2023-12-01
Q,321624.59,0.0,219409.32,1565.47,298991900.0,749942720.0,1707727.52,10448.27,495419339.6,116963552.7,161458219.2,1129139.05,2025782921.0,3982213.97,267472668.5,18294128.0,19580770.01,2023-08-01
Q,564659.93,0.0,407753.35,528.91,251054438.3,722086866.7,1712568.22,5901.22,502441991.5,120766878.6,139720116.9,881616.89,1971521819.0,3763895.09,268670329.5,9401701.61,19051930.19,2023-06-01
Q,3253003.5,0.0,685717.23,0.0,277668982.44,820370088.76,1134614.21,38627.95,453056876.27,109413321.79,153078598.82,1086066.12,2043336586.65,7694623.04,254955597.3,9868409.45,42908457.28,2023-11-01
Q,591950.86,0.0,385020.24,500.84,1060114065.32,827055935.78,1075575.59,15565.92,442285013.29,107574437.2,535373246.43,903626.69,2026398794.45,3770419.65,258259815.12,9244697.71,22291613.14,2023-10-01
Q,1617403.59,0.0,608458.52,0.0,282926307.36,753470932.67,1042899.77,456705.52,502684845.67,119826169.07,149388748.0,2131121.3,2012344696.47,3770739.5,257264903.65,14079332.88,21690100.47,2023-09-01
R,967691.53,0.0,937527.58,135997.72,28503152.56,116372068.2,145752.88,36017.96,54541742.64,13946672.92,15868033.66,342925.94,271578898.3,699934.42,16831994.1,2436667.22,3425401.8,2023-08-01
R,1032950.99,0.0,1029211.99,69992.52,30851419.1,165909892.6,192857.93,130039.39,57059506.06,15458742.33,17444881.65,3502651.8,394781871.4,707919.33,17810485.35,2346009.64,3630883.29,2023-12-01
R,911513.22,0.0,692020.3,138958.96,33377495.42,119413287.3,139223.96,186553.52,51073694.12,14193048.16,17230425.5,454373.18,284738863.16,1402740.91,21105302.45,2416591.38,3496246.6,2023-11-01
R,548541.08,0.0,799043.89,0.0,22984862.87,114579328.5,166062.59,96186.84,64111658.79,15921102.18,12547798.77,791349.17,248798229.5,700779.72,14306137.9,1739266.85,6902309.98,2023-06-01
R,493569.64,0.0,474425.76,67148.44,75408828.65,131484694.5,137211.56,43377.21,56711162.28,14343146.13,35681388.44,834531.29,253704124.7,702270.4,13733135.18,1585434.26,3612443.65,2023-07-01
R,920445.23,0.0,1014089.25,0.0,36107796.64,102010798.28,185644.21,1761581.12,53873455.61,12957735.32,18790559.05,1574007.79,260821273.3,703196.71,14281194.24,2022031.21,4591748.6,2023-09-01
R,873931.6,0.0,449435.49,0.0,35151966.47,132349369.01,139273.69,68591.4,62328759.98,16220297.94,18571194.91,1139170.1,246635902.42,701263.36,12774614.93,3276694.91,4296581.34,2023-05-01
R,2731685.43,0.0,1082018.02,206765.46,77087022.59,149857349.58,134344.66,209117.99,57407867.88,15690805.69,37249103.96,521837.71,296399522.24,702213.81,17552861.2,3149878.57,9544896.02,2023-10-01
S,2286857.3,0.0,9645967.12,232.41,77802955.34,353122317.4,291729.72,168590.27,110328548.8,36982170.06,46507368.79,1013461.68,963584641.8,4855389.29,65844182.24,11525470.66,6370736.3,2023-07-01
S,1544019.58,0.0,2407949.43,0.0,38963438.05,382505760.05,317951.95,513027.47,101301828.54,35619817.06,27051477.87,1206358.01,1012488931.53,9846497.54,69304215.29,22636420.45,9211621.67,2023-11-01
S,3274879.57,0.0,3008693.03,0.0,45819355.95,352375055.18,300724.96,2030199.61,107197583.8,58199160.11,29518287.61,1440859.19,984745810.58,4886976.79,60881746.25,76039166.77,8670278.96,2023-09-01
S,2731618.18,0.0,3035153.2,0.0,53400566.09,346613546.6,289871.34,287710.66,106687011.9,37383374.94,29786829.13,1026020.52,988066803.5,4863431.09,62843535.63,14999763.14,8312425.72,2023-08-01
S,1867540.51,0.0,2364327.13,0.0,35802461.7,407923570.8,295319.32,291632.52,104892550.4,41002346.05,27669885.28,1670873.41,1606932600.0,5125092.11,70493031.55,11372723.02,29221632.13,2023-12-01
S,2884670.69,0.0,5560772.31,966.22,35707527.2,347274251.8,335534.46,214882.93,101933141.2,35334180.25,28289265.76,1105629.25,979464722.0,4881033.67,67772907.64,12242392.96,10929072.7,2023-06-01
T,0.0,0.0,0.0,0.0,23772.03,50118.59,10.17,0.0,77747.07,16886.0,20669.83,0.0,11067319.55,0.0,19.58,258676.12,11491.04,2023-06-01
T,792.93,0.0,562.65,0.0,33115.45,48821.91,0.0,0.0,79494.49,17240.71,27117.57,0.0,11914648.48,0.0,20.4,59311.34,9107.76,2023-10-01
T,0.0,0.0,0.0,0.0,29063.24,42863.2,0.0,0.0,87130.66,18802.44,25714.28,0.0,11719497.68,0.0,93.04,67710.6,8246.69,2023-09-01
T,0.0,0.0,0.0,0.0,30380.55,46919.12,107.73,10.0,88067.73,19132.8,26189.59,0.0,11649657.53,0.0,20.4,96631.73,11471.33,2023-08-01
T,0.0,0.0,0.0,0.0,30611.88,49754.39,0.0,0.0,86667.89,18883.71,25674.94,0.0,11847169.7,0.0,20.4,42704.3,8594.33,2023-12-01
T,0.0,0.0,0.0,0.0,34172.83,48709.5,0.0,0.0,80408.59,17501.36,26821.55,0.0,11496011.4,0.0,20.4,170119.14,10663.89,2023-07-01
T,0.0,0.0,1.18,0.0,28724.28,45797.11,26.79,0.0,82001.17,17766.71,24278.72,0.0,11634640.67,0.0,43.25,54048.12,7866.44,2023-11-01
T,0.0,0.0,0.0,0.0,27835.61,42568.64,20.29,0.0,83385.68,18086.52,24229.34,0.0,11789994.97,0.0,19.58,40843.8,14886.41,2023-05-01
U,2928.19,0.0,81.13,0.0,0.0,25229.97,0.0,0.0,1059.95,9190.74,104.59,0.0,8294660.0,0.0,17264.08,532.1,1568.47,2023-09-01
U,0.0,0.0,0.0,0.0,0.0,60110.85,0.0,0.0,855.16,20224.74,104.6,0.0,16728675.15,0.0,32061.12,1174.32,203.91,2023-12-01
U,11771.64,0.0,0.0,0.0,0.0,15289.08,0.0,0.0,18488.86,12478.74,125.24,0.0,8790946.48,0.0,29315.89,6294.19,129808.41,2023-06-01
U,17275.82,0.0,0.0,0.0,0.0,25157.79,0.0,0.0,790.06,9743.44,97.51,0.0,8440074.56,0.0,44924.34,16807.78,44789.03,2023-05-01
U,0.0,0.0,0.0,0.0,0.0,18510.69,0.0,0.0,846.25,9264.63,104.6,0.0,8556737.76,0.0,16377.64,12952.12,85641.84,2023-10-01
U,0.0,0.0,0.0,0.0,0.0,23302.93,0.0,0.0,821.5,9432.88,104.59,0.0,8207341.93,0.0,36864.94,0.0,40962.91,2023-07-01
U,0.0,0.0,0.0,0.0,0.0,44483.22,0.0,0.0,840.89,9635.94,104.6,0.0,7466557.56,0.0,41652.27,0.0,1128.37,2023-11-01
U,0.0,0.0,0.0,0.0,0.0,36095.27,0.0,0.0,1382.66,8912.56,104.5,0.0,8938221.78,0.0,19054.2,154.23,38593.36,2023-08-01
IN,0.0,0.0,0.0,7549.8,5906.94,11662.3,0.0,144.58,23798.05,2467.0,1828.37,0.0,10400.64,368.56,687742.06,975.64,6672.05,2023-09-01
IN,0.0,0.0,0.0,3120.87,10712.74,21.38,0.0,0.0,598.18,1000.76,663.71,0.0,8410.05,546.32,559544.58,1329.24,91.88,2023-11-01
IN,0.0,0.0,0.0,69388.81,62205.64,5099.06,0.0,10192.71,103749.91,31900.12,131850.4,0.0,10950.46,40818.7,439871.88,176546.73,250162.25,2023-07-01
IN,0.0,0.0,3062.69,77505.16,7243.15,369.26,0.0,1681.49,730781.05,4081.21,7925.48,0.0,6869.5,51667.27,371761.03,726.23,0.0,2023-06-01
IN,0.0,0.0,2247407.04,5828.27,10489.15,647654.23,0.0,1653.31,124644.01,42768.12,1370.89,0.0,6779.83,737.12,246544.7,3573.5,11506.76,2023-12-01
IN,0.0,0.0,0.0,6201.33,34992.12,1743.88,0.0,588.8,16040.01,53362.01,21316.91,0.0,7242.32,368.56,1454323.04,433.89,430382.28,2023-10-01
IN,0.0,0.0,0.0,12202.99,12186.01,26807.84,72.76,49.83,57788.77,25198.56,1184.02,0.0,8233.07,67489.32,546484.49,567.58,4606.22,2023-08-01
IN,0.0,0.0,0.0,248119.67,23930.43,40499.12,1643.01,342.39,14039162.3,39130.74,75171.58,0.0,99165.37,75409.59,651884.59,14485.34,8818.07,2023-05-01
NI,0.0,0.0,2420.97,0.0,421408.02,3253.55,0.0,47.77,94627.1,22370.4,81237.14,0.0,49775.56,0.0,4359.59,386853.76,980602.05,2023-06-01
NI,0.0,0.0,1904.69,0.0,21927.02,3401.73,0.0,0.0,14264.23,5763.34,416222.07,0.0,89217.35,0.0,4406.55,13125.83,242861.53,2023-05-01
NI,0.0,0.0,1779.97,0.0,8447.18,206.42,0.0,34622.86,11970.3,4381.06,4176.14,0.0,54697.34,0.0,5266.8,38413.4,198077.95,2023-09-01
NI,0.0,0.0,3260.47,0.0,29356.48,6398.85,0.0,10.0,23215.28,38465.75,5870.74,0.0,253716.12,0.0,4179.86,13117.18,239731.04,2023-12-01
NI,0.0,0.0,1808.64,0.0,13469.82,442.93,0.0,0.0,19650.11,6761.89,4093.09,0.0,92842.64,0.0,3215.89,20341.5,211975.31,2023-11-01
NI,0.0,0.0,2462.7,0.0,17161.41,3192.18,0.0,2355.66,14385.02,4812.98,4310.93,0.0,52615.92,0.0,4113.39,16469.9,139580.07,2023-08-01
NI,0.0,0.0,3213.57,0.0,136541.96,6315.54,0.0,8833.42,22312.99,7181.98,49139.54,0.0,65220.75,0.0,5437.52,12670.73,818302.27,2023-10-01
NI,0.0,0.0,2441.84,0.0,69294.99,3259.24,0.0,1979.07,14158.71,4956.31,19794.14,0.0,74028.02,0.0,2946.17,16965.67,296498.28,2023-07-01
S,1344081.06,14.0,1990601.02,0.0,93536144.24,364012024.37,280534.13,383626.55,101397651.53,35612826.24,45120567.44,1371238.76,993820875.37,4894054.84,64964762.43,16151246.51,9305657.06,2023-10-01
H,158136493.23,18500.0,21806701.56,0.0,953564661.3,641598190.07,2397570.68,77054.75,1168913638.09,246193642.02,387710474.77,17612371.26,2371352080.69,2036.6,142615847.46,70813555.53,43430811.27,2023-03-01
C,2048521122.37,426067385.14,3031198585.07,44.2,4485103872.6,3818804922.98,15464187.49,2972608.46,7425996951.66,1590009417.9,2114712045.43,103933570.52,7834696962.59,88.59,970700759.7,579873907.77,3179149389.01,2023-05-01
G,1934682069.31,3353.11,1504548892.12,15525.7,2442808215.81,1909071073.76,12918821.51,379784.07,5316482865.16,1153944016.46,1231084021.18,38381971.03,9035539346.55,15.39,203690986.68,310392758.25,105012175.1,2023-05-01
PF,13944979.78,8584.94,12865479.05,4485119313.35,9068930.21,223159584.61,1283444.9,1293725256.64,15399252.06,3609350.73,5249182.87,21214.74,1187626869.66,2107461.6,18581753.31,131964496.96,148022983.51,2023-09-01
G,1876772539.92,16434.38,1538685554.25,4239.21,2792144630.88,1807687622.26,26265292.43,595168.51,4946697332.52,1066493124.87,1295953018.07,52659179.12,8647015132.7,211147.98,196211908.88,354959537.97,123199263.17,2023-03-01
H,188691542.9,2217.36,18173967.55,5882.35,708591372.0,716251694.1,2145896.53,676543.28,1352748492.0,289322518.3,360940702.9,19314331.73,2718149379.0,0.0,167008744.5,55504917.5,67046712.72,2023-06-01
F,7010539.31,1015.09,7377212.59,13867.91,466693404.7,351265235.2,5468050.77,542776.82,978415129.0,212688732.5,249798728.0,1787533.41,1790874948.0,14686.09,475196725.0,24699010.59,75176061.68,2023-06-01
C,2045624960.41,32582.88,3207856028.4,4545.12,4163956099.5,3120512572.87,19681549.62,98812256.88,8683810763.04,1844623485.48,2017782603.95,418653458.68,7897689448.96,1014.69,1032108278.06,340717777.29,3725842517.2,2023-09-01
I,311523.6,811.37,1699122.4,1872.93,128937470.15,111342368.4,548652.25,45082.26,226548841.18,49052429.81,69376690.3,9292070.71,1062663170.57,9.4,13077052.38,6360872.14,8306900.92,2023-02-01
I,435556.66,1622.74,1782298.84,729.5,112248795.37,124902168.73,395142.41,65658.64,210509571.48,45634499.37,60143970.03,9076771.14,1050495223.41,9.49,11274054.89,9786942.77,11976213.68,2023-03-01
P,44087.87,137.6,112945.73,5530.14,113797605.33,954741762.62,1166899.7,3421.98,140096043.63,69340942.48,52438965.77,870461.38,1739554900.09,896405549.36,58971479.46,3089660.82,8678059.52,2023-02-01
IN,0.0,1127.3,0.0,5652.11,437700.78,66392.08,0.0,16642.38,177933.36,12830.03,10.0,0.0,8066.03,0.0,137329.63,604.0,4543.67,2023-02-01
L,108068.55,1981.3,372197.37,5059.85,208037235.66,75418059.33,1452186.97,825113.57,360866306.58,78204714.05,104412541.81,394108.72,261005216.8,0.0,46835151.84,5505824.41,22795282.45,2023-02-01
G,1825567480.0,15711.4,1606676983.0,55754.87,5833664520.0,1891425165.0,9624084.69,323830.76,5375802787.0,1161118738.0,2938834015.0,60574434.47,9066086607.0,3169.31,207004854.1,339287794.9,202989202.1,2023-07-01
G,1999981779.33,6097.7,1742200540.64,23234.4,2553344350.31,1625785335.43,12259139.81,16678437.88,5810425056.28,1243427759.2,1301616445.56,69641788.67,9085849135.34,22.6,210416148.88,345453207.16,161250360.47,2023-09-01
B,36161712.12,782105487.9,20695083.05,0.0,1946001390.0,179654799.2,2483304.42,176095.85,212451628.6,48155115.12,987434686.3,20506918.39,350622088.3,0.0,215993820.2,177867742.9,4395931300.0,2023-07-01
B,40949192.13,44249090.23,20606279.15,0.0,651358684.89,357046911.69,2726587.59,33614570.57,222899153.71,47256763.95,281593274.14,19780024.59,374417305.7,65.01,228034215.58,14990769.33,1663319584.34,2023-09-01
C,2081306199.26,422592.16,3080847521.66,0.0,9246688468.35,3435660243.46,20260274.99,2627266.92,6893186698.96,1468466231.92,4220791728.31,164872074.01,7817539971.28,926.67,1085815961.49,330003866.66,10104520125.14,2023-04-01
C,1869453465.0,57961.52,3717685063.0,2959.67,4541738235.0,4443450294.0,26962913.33,3594905.11,8942080268.0,1923203854.0,2204071227.0,420535635.8,13521981845.0,1042.49,1044435439.0,279473493.6,3565277491.0,2023-12-01
Q,723463.07,2012.67,389670.13,1444.82,1018639827.0,788353867.2,1429316.2,237848.52,505845388.0,120751927.4,520356582.3,905098.35,1979927067.0,3721807.8,257379910.5,14302177.3,18419521.83,2023-07-01
N,135230634.1,5803.42,116493528.31,3061.12,1511010549.14,1024607777.39,13242953.68,335920.96,1186535100.4,270173913.47,690390033.1,89774149.93,2716492309.66,274.43,160538837.61,38703452.18,18914443.05,2023-04-01
A,1467207.3,1444.73,1923514.5,15095.48,166695988.12,117780983.73,1290392.33,5238208.26,105724179.65,23160451.72,78343210.99,106901.16,362169743.99,31678.07,10494953.47,8841713.67,9213211.5,2023-05-01
I,406144.82,694.02,2182319.52,2199.77,136008021.27,127447507.79,225901.72,270522.23,281257951.65,61033584.9,78953238.14,8565919.82,1180110388.17,0.0,11676409.02,7366869.37,12178631.06,2023-11-01
N,129502189.8,19178.39,118764494.6,5712.08,725162645.6,1202302053.0,3235374.84,1393251.49,1414569769.0,333366157.9,401020651.2,268137099.7,4745713108.0,6019.7,162787261.4,39949137.18,31316511.67,2023-12-01
PF,15252272.64,5302.15,12287909.94,5157276761.0,5347563.42,223102555.2,1095706.23,27610436.49,12983349.42,2433934.92,3412820.36,8315.37,1135598217.0,1805677.16,14563498.31,510702886.0,165239056.4,2023-07-01
C,2082249104.39,71123.9,3271176482.07,21385.05,9556971503.35,2806969740.31,20220091.9,4281358.92,9045394117.41,1914829545.97,4414771964.95,391526640.37,7773198309.13,979.85,1029163485.63,326438644.7,13602862779.51,2023-10-01
N,99798705.68,7297.4,90486341.54,32084.16,721418244.46,802174936.78,7495942.61,330987.96,1003230988.2,233234390.6,338852583.57,74832366.42,2672392824.01,168.68,151394792.24,21298551.14,18923248.14,2023-02-01
PF,10669575.74,1407.1,3260860.79,2961947375.0,6887897.35,233432650.12,1472801.1,28739854.58,11302141.4,2525578.49,3989122.59,10175.1,1145021716.39,1460467.25,14374942.23,96126611.53,111797056.33,2023-04-01
C,1717968771.32,34324.45,2597925947.88,814214.48,7087681555.02,2469536538.64,31294089.72,2388879.93,5590071132.09,1201562979.26,3001038206.93,119391562.72,7580560379.54,1396.14,893097129.52,278435258.55,3912965707.26,2023-02-01
S,2985839.59,17711.35,5257327.56,0.0,36108413.0,347681374.04,464354.32,184499.54,93663041.99,34233254.33,25028929.61,1081281.56,956690863.01,4887282.84,63180770.2,8371546.37,6526563.52,2023-05-01
N,123848515.46,5629.9,109947238.94,599.82,1972609110.89,1312787893.26,2424086.18,403115.46,1267685284.95,299682561.59,880477541.6,100008728.8,2781151251.52,0.0,159951891.04,26078367.16,20475368.62,2023-01-01
D,24088159.18,18503373.9,4978733.61,0.0,1049909077.0,292715463.8,12430475.18,122190.07,928930583.6,199300085.1,631523091.2,3407221.56,506616501.3,0.0,88822238.95,13606098.29,1554451.48,2023-07-01
B,35496847.69,937524473.3,18229393.64,0.0,627826732.2,432033498.3,2969888.3,432066.17,273699088.5,59548650.46,502687333.6,17819957.31,502510090.5,0.0,220421306.9,145202181.4,1438304717.0,2023-06-01
C,1967990757.0,273903489.9,2953066070.0,8821.57,5472740877.0,3022497881.0,22406657.18,1788526.99,6924027599.0,1469418040.0,2915787984.0,183110380.1,7743338113.0,952.97,1025563910.0,372079271.0,9326822783.0,2023-07-01
B,45558862.96,21451435.94,24352290.64,0.0,1148521745.32,319117391.85,1369408.26,181218.47,241982592.04,51459801.26,463468396.74,26662798.13,327456425.29,0.0,239296142.96,15404245.6,1374684696.84,2023-03-01
N,125503632.0,9158.03,106492823.5,1014.85,560014682.3,797533532.7,2828455.15,318660.34,1194136964.0,270159070.1,335897206.0,61053701.33,2785437147.0,0.0,172055169.3,40776109.84,50590648.8,2023-06-01
N,134714893.89,5853.14,103457108.44,389.26,591302571.31,962569300.25,5085158.06,395450.52,1161203819.05,262462568.63,302325490.47,51911889.66,2760595927.8,0.0,153189805.18,45759179.39,28195772.01,2023-05-01
A,814633.66,62218.37,1887966.06,6346.46,516597813.29,98483720.72,1251925.38,5123418.43,106305633.39,23475597.22,278207270.85,121680.38,343070832.28,25380.83,10807056.27,10108613.56,5864589.92,2023-04-01
A,1345689.59,893.58,1485148.89,3817.1,130809853.3,66397625.55,992821.94,4525498.3,82954868.12,17923209.32,65918407.57,1448016.13,322137996.76,25026.28,10652520.94,4118999.4,7308533.92,2023-02-01
G,1777782635.97,47.88,1515247816.94,5431.33,5825790183.18,2135497191.27,8372649.2,1157422.08,5060512086.23,1100082720.05,2901947821.15,42323911.53,8935853747.98,29.28,201716658.73,236675916.62,123673414.21,2023-04-01
H,154304585.94,405.68,18746786.89,1030.42,2569126676.2,1038068333.83,2093302.61,81089.67,1435821385.56,314942838.48,1148134651.98,21393425.77,2575575298.36,3372.08,173246683.88,20352569.08,36434308.07,2023-01-01
P,75786.81,405.68,134279.23,4623.67,98935900.93,1019724358.54,965074.82,421117.39,151006650.5,68010160.09,50038883.13,765279.24,1892783488.37,985657753.22,73653753.86,6401217.61,10808825.78,2023-09-01
PF,17142931.84,1448.22,6347841.07,4014459925.76,4999952.77,241462336.46,457449.43,163449156.2,10325194.39,2328256.24,3291289.47,19498.0,1183434388.26,1875679.62,13032326.71,78129246.38,166855140.19,2023-11-01
F,7198037.46,286.43,8399086.68,30379.05,446873918.07,320772281.14,3396083.22,364239.73,757408480.01,164200789.7,230211791.3,1317695.61,1543525279.83,14258.64,406012240.81,11588861.63,21885572.32,2023-02-01
H,293832517.68,799.89,17361595.21,857.22,1835259214.99,717531405.17,1583569.12,518199.61,1334776814.77,277410459.17,889912305.11,19437910.85,2671490459.25,0.0,150468778.79,56691145.7,49923276.77,2023-10-01
H,228853123.52,13184.49,17001545.19,6.44,733254100.85,707837997.14,2796838.85,5154613.99,1246536811.81,270576131.41,340940823.77,18722888.23,2710284338.02,4324.52,148735383.62,54104446.05,87876979.64,2023-09-01
G,2009363217.58,45964.21,1765078980.89,11662.57,6115941041.28,1891054856.07,9050398.92,1628906.32,5734797544.01,1238989659.06,3097128593.58,55730027.22,9059649283.14,46332.09,201019385.51,305041525.47,136397215.44,2023-10-01
O,23650.12,37108.88,105526.18,0.0,12352774.64,2199584450.58,60266.26,4767.16,107366727.98,1618584676.24,8174596.2,117761.31,5443044388.05,2035630918.78,440545037.99,11453148.42,26674053.24,2023-05-01
G,2061563982.0,11327.72,2013165534.0,14795.16,2577462292.0,2078169695.0,11033390.43,1142185.4,6190788670.0,1350072142.0,1293252071.0,72196702.03,14138002831.0,56.34,206913161.8,443484582.3,112428419.1,2023-12-01
C,1948118777.0,502870578.6,3065737708.0,3326.26,4291642335.0,3671282781.0,69186326.75,1918985.84,7442695500.0,1595794884.0,2101731461.0,159937974.3,8013660952.0,2590.53,997836910.1,381631277.8,3065171284.0,2023-06-01
C,2383368068.56,32193.15,3545707141.33,6733.31,17936026368.75,6259998103.78,21438276.65,2018924.14,6825868036.22,1467907439.03,7484225148.53,177187896.99,7631942937.08,239.95,1012883373.94,289436421.19,11090987883.6,2023-01-01
G,1997414498.42,5979.6,1585686632.41,4235.51,7138638201.73,3009804916.72,8268722.37,337354.47,5635832634.99,1215325084.31,3445622888.38,68251213.72,9525239068.72,382.14,214230166.12,203963661.13,79093511.04,2023-01-01
PF,12536424.13,686.95,3642697.99,2412976427.0,5940383.48,174654973.74,320739.61,27530704.33,12465672.16,2701362.58,3852286.9,4331.06,1067878044.06,1545232.91,14238586.41,43101959.1,155260611.05,2023-02-01
B,58059892.61,583754335.7,24584520.68,0.0,1121541478.0,213234092.5,3435674.93,175006.08,214433771.1,45716934.51,622097292.1,18965788.89,349280848.2,0.0,217568228.1,76028657.44,1573169775.0,2023-08-01
B,42421065.96,587777332.23,20348274.09,0.0,1020446244.31,421307447.98,2690662.98,98940.58,296269862.43,63774671.96,510981936.46,30912749.32,474663683.41,0.0,222446657.75,237021112.2,1498767214.08,2023-05-01
C,2143625030.74,32760.11,3015557316.16,4266.07,5894354428.88,3684476811.99,27239238.77,3623012.07,6736062107.41,1441977056.83,2519895933.68,158555199.13,7585707950.49,916.79,866553188.85,475782716.45,3178769423.64,2023-03-01
C,1858081554.14,29552.61,3341193684.24,1361.89,5838622537.76,2678425631.87,17392155.31,4557365.32,8615945139.57,1830859709.43,2728648420.74,330624391.23,7966987811.71,1120.45,1084303418.42,311589696.84,3979730407.05,2023-11-01
S,3637857.04,20883.86,7056812.85,43.57,101402827.77,525879840.36,428986.63,163596.75,105459205.84,44128175.07,45972915.06,2345599.44,941381446.68,4453435.32,69394950.96,233559054.01,6704420.38,2023-01-01
M,122976199.69,582.26,88205344.23,1105.02,3076450439.95,1618004695.03,4349269.38,143684.33,1250600729.4,273517656.04,1253772514.0,163048895.86,1984115422.52,24948926.54,100071869.11,19337604.55,13781840.68,2023-01-01
N,129591763.06,18698.82,105484568.48,12855.63,722204652.83,865783503.83,2463378.94,9587580.31,1173298683.48,263696508.84,354721388.26,86690776.38,2810396033.32,0.0,162988183.43,37457120.14,24077446.89,2023-09-01
G,1768753596.09,272.02,1327535831.55,5143.25,2743041671.37,1667314756.57,9550347.01,396059.17,4794647286.69,1037899243.29,1331341261.88,45967713.83,8721549044.69,395.39,201667453.15,180715550.6,83329632.62,2023-02-01
I,371346.2,705.54,2328122.47,11994.6,119813488.0,124729293.8,342901.97,252538.95,297187078.0,64272182.06,71966664.3,8449658.01,1684668128.0,20.67,11096361.53,6121417.65,11185878.4,2023-12-01
PF,12456468.59,3114.16,4184081.72,6275077659.0,4853416.29,232826768.7,346026.51,34913297.0,13337403.0,2801976.57,3134369.59,32842.02,1124416874.0,1599083.35,15464826.14,100158454.4,304756697.7,2023-06-01
I,754566.29,345.27,2286439.22,0.0,119882834.08,119728315.79,363599.24,652630.64,266054464.7,56217294.83,72908152.47,11431340.35,1142825877.54,44.94,11623814.23,6457237.74,12170174.47,2023-09-01
PF,15103346.45,4415.57,6221849.45,4821677813.0,5721549.88,213120415.7,281429.27,62376637.93,12604104.87,2730605.2,3624802.83,9970.16,1204654161.0,1813842.23,14275377.23,407495536.2,175794738.1,2023-08-01
G,2140370206.0,60118.56,1617622053.0,14877.39,2518879965.0,1711687177.0,18735153.93,1028943.8,5938820983.0,1283960737.0,1268583539.0,55399176.31,9193998048.0,293.46,210812233.8,353474367.9,211278943.1,2023-08-01
N,133242583.41,18859.78,108186667.21,4478.92,1525902301.25,971801881.88,4460430.55,1786445.99,1178506003.84,266166467.43,725672276.75,36845154.94,2775562855.35,2653.98,155658379.55,40736495.52,41486475.56,2023-10-01
F,10889003.61,3820.78,7587563.38,12609.93,572005835.46,400229327.03,4909294.5,1864403.31,1040557417.44,224652667.64,304833475.45,3494593.76,1869627736.54,3529.0,480187579.97,24459785.76,55562083.85,2023-11-01
C,2062168775.0,243670241.4,3007055436.0,538.97,5828095783.0,2469668102.0,28053377.27,1684016.82,8014308820.0,1694488247.0,2587169580.0,393075949.7,7788459521.0,148281.93,1009473875.0,400481794.6,3407310531.0,2023-08-01
